鈍,にぶ。い,Dull,950
隅,(四隅)すみ,Nook,951
筒,(水筒)トウ,Cylinder,952
詞,(動詞)シ,Word,953
偉,えら。い   イ,Admirable,954
畳,たたみ,Tatami,955
塔,トウ,Tower,956
帽,ボウ(帽子),Hat,957
解,カイ,Explanation,958
資,シ(資金),Assets,959
勢,セイ,Energy,960
歳,サイ(歳末),Year,961
違,ちが。う,Different,962
禁,キン(禁術),Forbidden,963
署,しょ(署名),Signature,964
罪,つみ,Sin,965
豊,ホウ(豊胸),Bountiful,966
損,そこ。なう,To Damage,967
裏,うら(裏口),Back,968
触,さわ。る,To Touch,969
傾,ケイ(傾向),Incline,970
夢,ゆめ,Dream,971
賃,(家賃)チン,Rent,972
預,ヨ(預金),Deposit,973
群,グン,Group,974
詰,つ。まる,To be packed,975
寝,ね。る,To Sleep,976
較,(比較)カク,Comparison,977
殿,(神殿)デン,Hall,978
零,れい,Zero,979
腹,はら,Belly,980
煙,けむ。い,Smoke,981
腰,こし,Hips,982
溶,と。かす,To Melt,983
暖,あたた。かい,Warmth,984
鉱,コウ(鉱物),Mineral,985
塗,ぬ。る,To Paint,986
蒸,む。す,To Steam,987
靴,くつ,Shoes,988
総,すべ。て,Everything,989
領,リョウ,Dominion,990
際,(国際)サイ,Side,991
認,みと。める,To Acknowledge ,992
増,ふ。える,To Increase,993
演,エン(演劇),Theatre,994
疑,うたが。う,To Doubt,995
構,かま。う,To Mind,996
境,(国境)キョウ,Border,997
製,セイ(製造),Manufacture,998
適,テキ,Suitable,999
精,セイ,Spirit,1000
層,ソウ,Layer,1001
雑,ザツ(雑誌),Misc,1002
誌,(雑誌)し,Documents,1003
像,(想像)ゾウ,Image,1004
複,フク(複雑),Double,1005
暮,く。らし,Living,1006
誤,ゴ(誤解),Error ,1007
慣,な。れる,To Get Used To,1008
踊,おど。る,To Dance,1009
髪,かみ,Hair,1010
綿,(木綿)メン,Cotton,1011
銅,ドウ,Copper,1012
憎,にく。い,Detest,1013
滴,(水滴)テキ,Drip,1014
権,ケン(権利),Right/Privilege,1015
論,ロン(論文),Discussion,1016
導,みちび。く,To guide,1017
蔵,ゾウ,Storage,1018
編,あ。む,To Knit,1019
舞,(歌舞伎)ブ,Dancing,1020
諸,ショ(諸君),Various,1021
劇,ゲキ,Drama,1022
暴,ボウ(暴力),Violence,1023
賛,サン(賛成),Approval,1024
震,(地震)シン,Quake,1025
駐,チュウ(駐車),Parking,1026
鋭,するど。い,Sharp,1027
膚,はだ,Skin,1028
輸,ユ(輸送),Transport,1029
頼,たの。む,To Beg,1030
築,きず。く,To Pile Up,1031
燃,も。える,To Blaze,1032
薄,うす。い,Thin,1033
操,あやつ。る,To Manipulate,1034
壁,かべ,Wall,1035
賢,かしこ。い,Wise,1036
濃,こ。い,Deep/Strong,1037
磨,みが。く,To Polish,1038
曇,くも。る,To Cloud Up,1039
優,やさ。しい,Kind,1040
環,(指環)ワ,Ring,1041
療,(医療)リョウ,Heal,1042
講,コウ,Lecture,1043
齢,レイ,Age,1044
績,セキ,Achievements,1045
濯,(洗濯)タク,Laundry,1046
燥,ソウ,Dried,1047
織,(組織)シキ,Post (Organization),1048
難,むずか。しい,Difficult ,1049
額,ひたい,Forehead,1050
簡,カン(簡単),Simplicity,1051
贈,おく。る,To Gift,1052
警,ケイ(警察),Admonish,1053
爆,バク(爆発),Explode,1054
臓,(心臓)ゾウ,Inners,1055
